vectorizer,dim_reduction,n_comp,K,collapsed,alg,CHI,DBI,SIL,CV_COHERENCE,NPMI_COHERENCE,top_keywords
tfidf,SVD,5,11,False,FCM,81.89201820923294,1.254339164359462,0.33452177931546,0.2726486894935853,-0.44592504864062865,"{0: ['statistical physic', 'double descent', 'kernel method', 'statistical property'], 1: ['post processing', 'covid 19', 'carbon emission', 'co2 emission'], 2: ['anomaly detection', 'feature selection', 'mirror statistic', 'false discovery rate'], 3: ['miss data', 'crime linkage', 'nhanes gcp', 'mobile phone'], 4: ['average treatment effect', 'double machine learn', 'debiased machine learn', 'causal inference'], 5: ['jko scheme', 'genetic relatedness', 'nonparametric regression', 'quantile regression'], 6: ['survival model', 'dynamic prediction', 'ml model', 'feature selection'], 7: ['differential privacy', 'sufficient statistic', 'statistic machine learning', 'rank function'], 8: ['image quality', 'conformal prediction', 'pb inference', 'data shapley'], 9: ['data valuation', 'model selection', 'performance metric', 'model uncertainty'], 10: ['statistical mechanic', 'quantum circuit', 'quantum machine learn', 'mean field limit']}"
tfidf,SVD,5,11,False,KMeans,111.22473880572619,1.0814144615153625,0.42386383204069217,0.282356228293779,-0.4283912358549235,"{0: ['valid inference', 'debiased machine learn', 'genetic relatedness', 'asymptotic normality'], 1: ['statistical physic', 'double descent', 'statistical property', 'artificial intelligence'], 2: ['predictive performance', 'dynamic prediction', 'model uncertainty', 'random forest'], 3: ['statistic machine learning', 'rank function', 'jko scheme', 'persistent homology'], 4: ['statistical mechanic', 'quantum circuit', 'quantum machine learn', 'mean field limit'], 5: ['dp sgd', 'official statistic', 'privacy preserve', 'quantile regression'], 6: ['anomaly detection', 'feature selection', 'mirror statistic', 'false discovery rate'], 7: ['data valuation', 'conformal prediction', 'confidence interval', 'image quality'], 8: ['covid 19', 'survival model', 'co2 emission', 'black box'], 9: ['carbon emission', 'miss data', 'machine learning approach', 'nhanes gcp'], 10: ['average treatment effect', 'double machine learn', 'heterogeneous treatment effect', 'causal machine learn']}"
tfidf,SVD,5,11,False,Agglomerative,79.74713021093906,0.9552056009018142,0.3265251474678625,0.4095650927151955,-0.28537792184029087,"{0: ['average treatment effect', 'causal inference', 'double machine learn', 'causal machine learn'], 1: ['statistical physic', 'neural network', 'statistical mechanic', 'kernel method'], 2: ['data valuation', 'statistical test', 'sample size', 'real world'], 3: ['causal feature selection', 'post treatment', 'lung cancer', 'independence test'], 4: ['machine learning model', 'random forest', 'statistical model', 'statistical machine learning'], 5: ['statistic machine learning', 'jko scheme', 'rank function', 'persistent homology'], 6: ['mirror statistic', 'false discovery rate', 'feature selection', 'sfs da'], 7: ['dp sgd', 'official statistic', 'privacy preserve', 'differentially private stochastic'], 8: ['valid inference', 'finite sample', 'debiased machine learn', 'genetic relatedness'], 9: ['quantum learn', 'quantum data', 'nonequilibrium fluctuation', 'vqc mlpnet'], 10: ['fr chet mean', 'random matrix theory', 'positive definite matrix', 'symmetric positive definite']}"
tfidf,SVD,5,12,False,FCM,106.43821410139046,1.0958898044783358,0.4081923495864328,0.2898802769573042,-0.41012776447605287,"{0: ['statistical physic', 'double descent', 'kernel method', 'mean field limit'], 1: ['covid 19', 'co2 emission', 'model chain', 'random forest'], 2: ['anomaly detection', 'feature selection', 'mirror statistic', 'false discovery rate'], 3: ['prediction error', 'nhanes gcp', 'crime linkage', 'modern machine learning'], 4: ['average treatment effect', 'double machine learn', 'debiased machine learn', 'heterogeneous treatment effect'], 5: ['data valuation', 'performance metric', 'model uncertainty', 'uncertainty quantification'], 6: ['survival model', 'dynamic prediction', 'ml model', 'feature selection'], 7: ['statistic machine learning', 'model selection', 'rank function', 'persistent homology'], 8: ['jko scheme', 'nonparametric regression', 'genetic relatedness', 'valid inference'], 9: ['image quality', 'miss data', 'conformal prediction', 'post prediction inference'], 10: ['statistical mechanic', 'quantum machine learn', 'quantum statistical', 'quantum learn'], 11: ['dp sgd', 'privacy preserve', 'differentially private stochastic', 'data dependent']}"
tfidf,SVD,5,12,False,KMeans,107.85748792370308,1.0692491009904586,0.42101977761780285,0.2744089568090827,-0.4344310570125165,"{0: ['image quality', 'finite sample', 'miss data', 'conformal prediction'], 1: ['statistical physic', 'double descent', 'statistical property', 'artificial intelligence'], 2: ['predictive performance', 'dynamic prediction', 'random forest', 'shapley value'], 3: ['statistic machine learning', 'jko scheme', 'rank function', 'persistent homology'], 4: ['statistical mechanic', 'quantum machine learn', 'quantum circuit', 'mean field limit'], 5: ['dp sgd', 'official statistic', 'privacy preserve', 'quantile regression'], 6: ['anomaly detection', 'feature selection', 'mirror statistic', 'false discovery rate'], 7: ['data valuation', 'model selection', 'performance metric', 'model uncertainty'], 8: ['post processing', 'covid 19', 'survival model', 'co2 emission'], 9: ['carbon emission', 'crime linkage', 'nhanes gcp', 'statistical machine learning'], 10: ['average treatment effect', 'double machine learn', 'heterogeneous treatment effect', 'causal machine learn'], 11: ['debiased machine learn', 'cmr estimator', 'genetic relatedness', 'valid inference']}"
tfidf,SVD,5,12,False,Agglomerative,75.54803671803242,0.9873474167618254,0.31762349618217417,0.38724686130391567,-0.2862358234899813,"{0: ['data valuation', 'statistical test', 'sample size', 'real world'], 1: ['statistical physic', 'neural network', 'statistical mechanic', 'kernel method'], 2: ['causal inference', 'average treatment effect', 'double machine learn', 'heterogeneous treatment effect'], 3: ['causal feature selection', 'independence test', 'multidata causal', 'post treatment'], 4: ['machine learning model', 'random forest', 'statistical model', 'statistical machine learning'], 5: ['statistic machine learning', 'jko scheme', 'rank function', 'persistent homology'], 6: ['mirror statistic', 'false discovery rate', 'feature selection', 'sfs da'], 7: ['dp sgd', 'official statistic', 'privacy preserve', 'quantile regression'], 8: ['valid inference', 'finite sample', 'debiased machine learn', 'genetic relatedness'], 9: ['quantum learn', 'si pqc', 'nonequilibrium fluctuation', 'quantum data'], 10: ['fr chet mean', 'positive definite matrix', 'random matrix theory', 'symmetric positive definite'], 11: ['causal machine learn', 'july revolution', 'causal ml', 'clinical variable']}"
tfidf,SVD,5,15,False,FCM,98.32768956315701,1.1576323557880914,0.39852005890710746,0.27296324991562393,-0.41978771917099067,"{0: ['jko scheme', 'optimal transport', 'mean field limit', 'statistical learning'], 1: ['covid 19', 'co2 emission', 'solar power', 'electricity price'], 2: ['anomaly detection', 'mirror statistic', 'false discovery rate', 'feature selection'], 3: ['carbon emission', 'nhanes gcp', 'statistical machine learning', 'coral bleaching'], 4: ['debiased machine learn', 'genetic relatedness', 'valid inference', 'semiparametric efficient'], 5: ['performance metric', 'model uncertainty', 'deep rl', 'uncertainty model'], 6: ['dynamic prediction', 'machine learn model', 'random forest', 'survival analysis'], 7: ['double machine learn', 'average treatment effect', 'heterogeneous treatment effect', 'causal machine learn'], 8: ['likelihood ratio', 'statistic machine learning', 'density ratio estimation', 'fisher distribution'], 9: ['data valuation', 'summary statistic', 'statistic machine learning', 'prediction error'], 10: ['statistical mechanic', 'quantum machine learn', 'quantum circuit', 'quantum learn'], 11: ['dp sgd', 'official statistic', 'privacy preserve', 'differentially private stochastic'], 12: ['image quality', 'confidence interval', 'finite sample', 'conformal prediction'], 13: ['statistical physic', 'double descent', 'statistical property', 'artificial intelligence'], 14: ['miss data', 'mobile phone', 'statistical framework', 'machine learn ml']}"
tfidf,SVD,5,15,False,KMeans,97.49869389972935,1.09223959332928,0.4051795955418252,0.30311034463709974,-0.38555894108760574,"{0: ['modern machine learning', 'complete case', 'rashomon effect', 'clinical trial'], 1: ['double descent', 'statistical physic', 'statistical property', 'pile score'], 2: ['dynamic prediction', 'machine learning model', 'shapley value', 'predictive performance'], 3: ['statistic machine learning', 'rank function', 'jko scheme', 'persistent homology'], 4: ['statistical mechanic', 'statistical physic', 'mean field limit', 'information theory'], 5: ['dp sgd', 'privacy preserve', 'quantile regression', 'differentially private stochastic'], 6: ['mirror statistic', 'false discovery rate', 'feature selection', 'sfs da'], 7: ['anomaly detection', 'statistical test', 'concept drift', 'performance metric'], 8: ['post processing', 'covid 19', 'survival model', 'co2 emission'], 9: ['carbon emission', 'nhanes gcp', 'crime linkage', 'statistical machine learning'], 10: ['causal effect', 'average treatment effect', 'double machine learn', 'heterogeneous treatment effect'], 11: ['genetic relatedness', 'debiased machine learn', 'valid inference', 'partially identifiable'], 12: ['data valuation', 'sample size', 'image quality', 'miss data'], 13: ['causal machine learn', 'clinical variable', 'july revolution', 'causal ml'], 14: ['quantum learn', 'nonequilibrium fluctuation', 'vqc mlpnet', 'si pqc']}"
tfidf,SVD,5,15,False,Agglomerative,70.62934197033309,1.0039617576890107,0.2773583475267015,0.411429353665766,-0.2577935879161048,"{0: ['anomaly detection', 'statistical test', 'model performance', 'performance metric'], 1: ['machine learning model', 'random forest', 'statistical model', 'statistical machine learning'], 2: ['statistic machine learning', 'rank function', 'jko scheme', 'persistent homology'], 3: ['causal feature selection', 'multidata causal', 'lung cancer', 'robust feature'], 4: ['causal effect', 'average treatment effect', 'double machine learn', 'heterogeneous treatment effect'], 5: ['data valuation', 'prediction error', 'sample size', 'image quality'], 6: ['mirror statistic', 'false discovery rate', 'feature selection', 'sfs da'], 7: ['dp sgd', 'official statistic', 'quantile regression', 'privacy preserve'], 8: ['valid inference', 'finite sample', 'genetic relatedness', 'debiased machine learn'], 9: ['quantum learn', 'quantum data', 'vqc mlpnet', 'si pqc'], 10: ['fr chet mean', 'random matrix theory', 'positive definite matrix', 'symmetric positive definite'], 11: ['causal machine learn', 'july revolution', 'causal ml', 'clinical variable'], 12: ['statistical physic', 'neural network', 'statistical mechanic', 'kernel method'], 13: ['statistic education', 'key challenge', 'generative ai', 'tool practice'], 14: ['covariate representation', 'predictive parity', 'pre specify', 'learn method fail']}"
tfidf,SVD,10,3,True,KMeans,36.98205553015228,2.361089654600089,0.20138966667867558,0.2616631876251417,-0.45259900749550663,"{0: ['data valuation', 'statistical mechanic', 'probability distribution', 'summary statistic'], 1: ['performance metric', 'post processing', 'black box', 'covid 19'], 2: ['differentially private', 'causal effect', 'differential privacy', 'anomaly detection']}"
