vectorizer,dim_reduction,n_comp,K,collapsed,alg,CHI,DBI,SIL,CV_COHERENCE,NPMI_COHERENCE,top_keywords,rank_SIL,rank_CHI,rank_DBI,rank_CV,rank_NPMI,rank_total
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,11,False,FCM,124.21619415283203,0.9865070333890096,0.524434506893158,0.3834579878811612,-0.2996351787436469,"{0: ['time series', 'traditional econometric model', 'exchange rate', 'artificial intelligence'], 1: ['rum nn', 'discrete choice model', 'network effect', 'traditional econometric'], 2: ['treatment effect', 'observational data', 'optimal transport', 'dynamic discrete choice'], 3: ['finite sample', 'fixed effect', 'latent variable', 'probability measure'], 4: ['spatial econometrics', 'spatial autoregressive model', 'model spatial', 'spatial econometric model'], 5: ['systemic risk', 'ce production function', 'employment loss', 'boldsymbol boldsymbol boldsymbol'], 6: ['nuclear energy', 'circular economy', 'price transmission', 'value add agricultural'], 7: ['large language model', 'foundation model', 'ai agent', 'social science'], 8: ['flight delay', 'result suggest', 'fleet modernization', 'low cost carrier'], 9: ['impulse response', 'monetary policy shock', 'structural vector autoregressions', 'bayesian analysis structural'], 10: ['gmm estimator', 'high dimensional', 'model average', 'time series']}",63.0,83.0,79.0,62.0,115.0,402.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,11,False,Agglomerative,110.88785552978516,0.8731977430948675,0.5444996356964111,0.35765807268874555,-0.2987624020750314,"{0: ['gmm estimator', 'systemic risk', 'var model', 'monte carlo'], 1: ['finite sample', 'causal inference', 'treatment effect', 'observational data'], 2: ['short term', 'traditional econometric model', 'exchange rate', 'artificial intelligence'], 3: ['trip distance', 'high dimensional', 'model selection', 'julia package'], 4: ['flight delay', 'result suggest', 'technical efficiency', 'low cost carrier'], 5: ['spatial econometrics', 'spatial autoregressive model', 'business creation', 'local agent'], 6: ['nuclear energy', 'circular economy', 'price transmission', 'value add agricultural'], 7: ['rum nn', 'discrete choice model', 'network effect', 'predictive performance'], 8: ['fixed effect', 'network econometrics', 'network diffusion', 'panel data regression'], 9: ['foundation model', 'large language model', 'social science', 'foundation prior'], 10: ['bekk model', 'multivariate garch', 'multivariate volatility', 'training dataset']}",48.0,139.0,16.0,87.0,113.0,403.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,10,False,Agglomerative,119.05060577392578,0.8886518859414894,0.587981641292572,0.32011581064586664,-0.29710673758557193,"{0: ['short term', 'time series', 'traditional econometric model', 'exchange rate'], 1: ['instrumental variable', 'finite sample', 'causal inference', 'treatment effect'], 2: ['gmm estimator', 'systemic risk', 'var model', 'monte carlo'], 3: ['high dimensional', 'model selection', 'model include', 'use estimation'], 4: ['flight delay', 'result suggest', 'low cost carrier', 'fleet modernization'], 5: ['spatial econometrics', 'spatial autoregressive model', 'government investment', 'business creation'], 6: ['nuclear energy', 'circular economy', 'climate change', 'dynamic connectedness'], 7: ['rum nn', 'discrete choice model', 'network effect', 'predictive performance'], 8: ['fixed effect', 'limit theorem', 'network econometrics', 'nonstationary regressors'], 9: ['large language model', 'foundation model', 'social science', 'peer effect']}",3.0,102.0,24.0,167.0,109.0,405.0
allenai/scibert_scivocab_uncased,UMAP,5,9,False,Agglomerative,121.47484588623047,1.0456472145977815,0.49389806389808655,0.4311519742609006,-0.2518418376187713,"{0: ['short term', 'systemic risk', 'traditional econometric model', 'real time'], 1: ['instrumental variable', 'regression model', 'high dimensional', 'gmm estimator'], 2: ['long term', 'nuclear energy', 'result suggest', 'flight delay'], 3: ['foundation model', 'career history', 'different model', 'machine learn'], 4: ['finite number', 'theoretical prediction', 'position sequence', 'time data'], 5: ['large language model', 'discrete choice model', 'foundation prior', 'general purpose'], 6: ['random set', 'metric statistic', 'metric space', 'network data'], 7: ['machine learn', 'company fundamental', 'variance decomposition', 'decision grade'], 8: ['structural model', 'neural net', 'structural vector autoregressions', 'analysis structural vector']}",104.0,91.0,115.0,47.0,58.0,415.0
tfidf,SVD,5,5,False,Agglomerative,76.2533642878783,0.8919332126357092,0.5211250489254412,0.40720765012085225,-0.2269845913516854,"{0: ['regression model', 'instrumental variable', 'treatment effect', 'linear model'], 1: ['time series', 'short term', 'long term', 'traditional econometric model'], 2: ['spatial econometrics', 'green space', 'spatial econometric model', 'local agent'], 3: ['flight delay', 'result suggest', 'fleet modernization', 'air transport'], 4: ['large language model', 'neural network', 'rum nn', 'discrete choice model']}",69.0,221.0,26.0,54.0,49.0,419.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,15,12,False,Agglomerative,110.79174041748047,0.8535573045996592,0.562860369682312,0.37372774306969725,-0.3219298507029871,"{0: ['instrumental variable', 'finite sample', 'causal inference', 'treatment effect'], 1: ['gmm estimator', 'high dimensional', 'model average', 'limiting distribution'], 2: ['systemic risk', 'impulse response', 'monetary policy shock', 'structural vector autoregressions'], 3: ['bekk model', 'julia package', 'multivariate garch', 'volatility forecasting'], 4: ['nuclear energy', 'circular economy', 'agricultural commodity', 'value add agricultural'], 5: ['traditional econometric model', 'time series', 'artificial intelligence', 'exchange rate'], 6: ['rum nn', 'discrete choice model', 'structural model', 'price variation'], 7: ['spatial econometrics', 'spatial autoregressive model', 'spatial econometric model', 'land use'], 8: ['foundation model', 'large language model', 'social science', 'foundation prior'], 9: ['fixed effect', 'network econometrics', 'data regression model', 'panel data regression'], 10: ['ce production function', 'boldsymbol boldsymbol boldsymbol', 'employment loss', 'boldsymbol cdot'], 11: ['flight delay', 'result suggest', 'fleet modernization', 'low cost carrier']}",23.0,142.0,9.0,72.0,174.0,420.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,10,12,False,Agglomerative,116.38577270507812,0.9330826665891108,0.5705219507217407,0.339507220995139,-0.3061050022190516,"{0: ['panel data', 'causal inference', 'treatment effect', 'observational data'], 1: ['time series', 'tail index', 'breakdown point', 'high dimensional'], 2: ['flight delay', 'result suggest', 'technical efficiency', 'fleet modernization'], 3: ['systemic risk', 'ce production function', 'boldsymbol boldsymbol boldsymbol', 'employment loss'], 4: ['time series', 'traditional econometric model', 'artificial intelligence', 'exchange rate'], 5: ['impulse response', 'monetary policy shock', 'structural vector autoregressions', 'structural shock'], 6: ['rum nn', 'discrete choice model', 'network effect', 'predictive performance'], 7: ['spatial econometrics', 'spatial autoregressive model', 'business creation', 'model spatial'], 8: ['large language model', 'foundation model', 'social science', 'career history'], 9: ['model selection', 'adaptive lasso estimator', 'model average approach', 'use estimation'], 10: ['probability measure', 'convex regression', 'orthogonality condition', 'iv estimation'], 11: ['nuclear energy', 'circular economy', 'meat consumption', 'add agricultural sector']}",13.0,112.0,44.0,122.0,132.0,423.0
allenai/scibert_scivocab_uncased,UMAP,5,3,False,Agglomerative,158.6939697265625,1.1686052385292645,0.5169671177864075,0.4806068968395241,-0.20998864023704322,"{0: ['time series', 'finite sample', 'instrumental variable', 'high dimensional'], 1: ['long term', 'short term', 'time series', 'monetary policy'], 2: ['foundation model', 'local agent', 'career history', 'different model']}",76.0,25.0,254.0,36.0,43.0,434.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,10,False,KMeans,133.5483856201172,0.8851699571673768,0.5798942446708679,0.346083784553216,-0.34483815156529996,"{0: ['gmm estimator', 'high dimensional', 'model average', 'limiting distribution'], 1: ['time series', 'short term', 'traditional econometric model', 'exchange rate'], 2: ['fixed effect', 'limit theorem', 'network econometrics', 'data regression model'], 3: ['flight delay', 'result suggest', 'fleet modernization', 'low cost carrier'], 4: ['systemic risk', 'impulse response', 'monetary policy shock', 'ce production function'], 5: ['rum nn', 'discrete choice model', 'network effect', 'traditional econometric'], 6: ['instrumental variable', 'treatment effect', 'finite sample', 'probability measure'], 7: ['spatial econometrics', 'spatial autoregressive model', 'business creation', 'green space'], 8: ['large language model', 'foundation model', 'social science', 'career history'], 9: ['nuclear energy', 'circular economy', 'price transmission', 'value add agricultural']}",6.0,54.0,22.0,111.0,245.0,438.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,9,False,KMeans,127.68437194824219,0.9061407131669463,0.5748093724250793,0.3354870822752022,-0.33323644697868515,"{0: ['gmm estimator', 'high dimensional', 'monte carlo', 'var model'], 1: ['time series', 'short term', 'traditional econometric model', 'gdp growth'], 2: ['fixed effect', 'time series', 'network econometrics', 'asian student'], 3: ['flight delay', 'low cost carrier', 'technical efficiency', 'air transport'], 4: ['nuclear energy', 'systemic risk', 'supply chain', 'circular economy'], 5: ['rum nn', 'discrete choice model', 'network effect', 'predictive performance'], 6: ['finite sample', 'treatment effect', 'continuous time', 'propose method'], 7: ['spatial econometrics', 'spatial autoregressive model', 'model spatial', 'business creation'], 8: ['foundation model', 'large language model', 'social science', 'career history']}",7.0,68.0,33.0,131.0,200.0,439.0
