vectorizer,dim_reduction,n_comp,K,collapsed,alg,CHI,DBI,SIL,CV_COHERENCE,NPMI_COHERENCE,top_keywords,rank_SIL,rank_CHI,rank_DBI,rank_CV,rank_NPMI,rank_total
sentence-transformers/all-MiniLM-L6-v2,UMAP,15,12,False,FCM,117.98381042480469,1.1895087955317776,0.4530394673347473,0.3876322785254802,-0.27474556570458103,"{0: ['ph interaction', 'superconducting transition temperature', 'superconducting material', 'critical temperature'], 1: ['quantum spin liquid', 'spin triplet', 'liquid crystal', 'triplet superconductivity'], 2: ['organic conductor', 'quantum criticality', 'charge excitation', 'physical property'], 3: ['majorana zero mode', 'topological superconductivity', 'zero energy', 'majorana quasiparticle'], 4: ['superconducting circuit', 'washboard potential', 'tight bind', 'fractional quantum hall'], 5: ['josephson junction', 'critical temperature', 'time reversal symmetry', 'quantum wire'], 6: ['band structure', 'moir bulk', 'heavy fermion', 'topological superconductivity'], 7: ['transition metal', '1t ta', 'charge transfer', 'high quality'], 8: ['kagome metal', 'kagome lattice', 'kagome superconductors', 'cdw transition'], 9: ['repulsive interaction', 'mott insulator', 'unconventional superconductivity', 'pair mechanism'], 10: ['high pressure', '4nb1 4ta1 xnix', 'critical parameter', 'ti1 4hf1 4nb1'], 11: ['quantum simulator', 'quantum simulation', 'quantum computer', 'digital quantum']}",128.0,110.0,239.0,304.0,85.0,866.0
tfidf,UMAP,5,10,False,Agglomerative,78.43732452392578,1.214764296872883,0.44325244426727295,0.513474837150557,-0.28216911159750113,"{0: ['hubbard model', 'mean field', 'quantum criticality', 'mott insulator'], 1: ['topological superconductivity', 'majorana zero mode', 'zero energy', 'majorana quasiparticle'], 2: ['time reversal symmetry', 'van der waals', 'heavy fermion', 'quantum geometry'], 3: ['high pressure', 'critical temperature', 'superconducting transition temperature', 'ambient pressure'], 4: ['charge density wave', 'rotational symmetry', '1t ta', 'density wave cdw'], 5: ['quantum circuit', 'nontrivial topology', 'edge burst', 'green function'], 6: ['vortex lattice', 'electromagnetic field', 'type ii', 'vortex dynamic'], 7: ['quantum computer', 'quantum simulation', 'superconducting quantum', 'digital quantum'], 8: ['moir bulk', 'orbital magnetism', 'moir superlattices', 'tight bind'], 9: ['quantum spin liquid', 'charge excitation', 'zeeman field', 'triplet superconductivity']}",159.0,301.0,264.0,44.0,99.0,867.0
allenai/scibert_scivocab_uncased,UMAP,5,7,False,Agglomerative,93.576416015625,1.1014904585437002,0.4508127272129059,0.397535429122263,-0.30003035003428563,"{0: ['room temperature', 'ambient pressure', 'cu dope', 'physical property'], 1: ['unconventional superconductivity', 'josephson junction', 'symmetry break', 'inversion symmetry'], 2: ['mean field', 'quantum geometry', 'dipole superfluids', 'ph interaction'], 3: ['quantum simulation', 'quantum computer', 'superconducting circuit', 'digital quantum'], 4: ['boundary state', 'zero energy', 'superconducting diode effect', 'superconducting circuit'], 5: ['charge excitation', 'spin nematic', 'collective excitation', 'phason damp'], 6: ['diagonal domain', 'pair symmetry', 'wave order', 'wave superconducting']}",137.0,231.0,93.0,268.0,138.0,867.0
allenai/scibert_scivocab_uncased,UMAP,5,7,False,KMeans,120.90184020996094,1.0950816050114316,0.4833102226257324,0.3844045512844639,-0.35481515373403016,"{0: ['quantum computer', 'superconducting circuit', 'quantum circuit', 'gauge theory'], 1: ['charge excitation', 'collective excitation', 'quantum spin liquid', 'spin nematic'], 2: ['cu dope', 'ambient pressure', 'organic conductor', 'superconducting material'], 3: ['4nb1 4ta1 xnix', '4hf1 4nb1 4ta1', 'ti1 4hf1 4nb1', '1t ta'], 4: ['mean field', 'quantum geometry', 'dipole superfluids', 'ph interaction'], 5: ['charge order', 'inversion symmetry', 'josephson junction', 'rotational symmetry'], 6: ['majorana zero mode', 'zero energy', 'topological quantum', 'majorana quasiparticle']}",61.0,101.0,86.0,314.0,322.0,884.0
allenai/scibert_scivocab_uncased,UMAP,15,8,False,FCM,116.34916687011719,1.1134524935428554,0.463596910238266,0.3984417779104952,-0.3470544927353981,"{0: ['inversion symmetry', 'order parameter', 'josephson junction', 'topological superconductivity'], 1: ['charge excitation', 'collective excitation', 'quantum spin liquid', 'spin nematic'], 2: ['quantum simulator', 'quantum computer', 'superconducting circuit', 'quantum circuit'], 3: ['organic conductor', 'superconducting material', 'quantum material', 'high quality'], 4: ['mean field', 'ph interaction', 'non abelian quantum', 'real space'], 5: ['quantum criticality', 'fermi level', 'sarma state', '1t ta'], 6: ['majorana zero mode', 'zero energy', 'majorana quasiparticle', 'topological quantum'], 7: ['cu dope', 'ambient pressure', 'electronic structure', 'high pressure']}",111.0,120.0,112.0,265.0,290.0,898.0
tfidf,UMAP,10,7,False,Agglomerative,95.45536041259766,1.1397673215575004,0.4844154715538025,0.40878884495513923,-0.3265284891823566,"{0: ['topological superconductivity', 'majorana zero mode', 'zero energy', 'majorana quasiparticle'], 1: ['charge density wave', 'time reversal symmetry', 'quantum material', 'charge order'], 2: ['hubbard model', 'quantum criticality', 'mott insulator', 'mean field'], 3: ['quantum simulator', 'non hermitian', 'superconducting circuit', 'quantum simulation'], 4: ['moir bulk', 'moir superlattices', 'orbital magnetism', 'tight bind'], 5: ['high pressure', 'charge order', 'ambient pressure', 'heavy fermion'], 6: ['triplet superconductivity', 'quantum spin liquid', 'charge excitation', 'zeeman field']}",57.0,224.0,160.0,232.0,227.0,900.0
allenai/scibert_scivocab_uncased,UMAP,5,6,False,KMeans,124.7536392211914,1.0659156604526343,0.5074904561042786,0.3484520981365032,-0.3665561953609719,"{0: ['quantum simulation', 'quantum computer', 'superconducting circuit', 'non hermitian'], 1: ['charge excitation', 'collective excitation', 'quantum spin liquid', 'spin nematic'], 2: ['room temperature', 'electronic structure', 'ambient pressure', 'superconducting transition temperature'], 3: ['majorana zero mode', 'zero energy', 'cooper pair', 'edge state'], 4: ['mean field', 'quantum geometry', 'ph interaction', 'dipole superfluids'], 5: ['charge order', 'unconventional superconductivity', 'inversion symmetry', 'josephson junction']}",23.0,80.0,42.0,400.0,360.0,905.0
tfidf,UMAP,15,6,False,Agglomerative,88.38906860351562,1.2724394250682123,0.42147552967071533,0.498544108238155,-0.26052736340030186,"{0: ['topological superconductivity', 'majorana zero mode', 'zero energy', 'majorana quasiparticle'], 1: ['hubbard model', 'mean field', 'quantum criticality', 'cooper pair'], 2: ['charge order', 'charge density wave', 'time reversal symmetry', 'kagome metal'], 3: ['moir bulk', 'moir superlattices', 'orbital magnetism', 'tight bind'], 4: ['quantum simulator', 'superconducting circuit', 'quantum simulation', 'quantum computer'], 5: ['high pressure', 'ambient pressure', 'room temperature', 'superconducting property']}",213.0,260.0,315.0,51.0,71.0,910.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,10,8,False,FCM,140.74755859375,1.1315136225928755,0.42602255940437317,0.3348181805608048,-0.29825982629564174,"{0: ['superconducting transition temperature', 'ph interaction', 'superconducting material', 'pressure range'], 1: ['quantum spin liquid', 'spin triplet', 'liquid crystal', 'quantum material'], 2: ['josephson junction', 'vortex lattice', 'dipole superfluids', 'quantum wire'], 3: ['repulsive interaction', 'mott insulator', 'unconventional superconductivity', 'pair mechanism'], 4: ['quantum simulator', 'quantum simulation', 'non hermitian', 'quantum computer'], 5: ['topological superconductivity', 'majorana zero mode', 'zero energy', 'majorana quasiparticle'], 6: ['1t ta', 'quantum material', 'heavy fermion', 'unconventional superconductivity'], 7: ['charge order', 'kagome metal', 'high pressure', 'cu dope']}",195.0,28.0,138.0,432.0,132.0,925.0
tfidf,UMAP,15,5,False,Agglomerative,91.22479248046875,1.1701233001079152,0.4243004024028778,0.4845785913397487,-0.3217382602505846,"{0: ['charge order', 'charge density wave', 'time reversal symmetry', 'high pressure'], 1: ['hubbard model', 'mean field', 'quantum criticality', 'cooper pair'], 2: ['topological superconductivity', 'majorana zero mode', 'zero energy', 'majorana quasiparticle'], 3: ['moir bulk', 'moir superlattices', 'orbital magnetism', 'tight bind'], 4: ['superconducting circuit', 'non hermitian', 'quantum simulation', 'quantum computer']}",200.0,243.0,210.0,62.0,212.0,927.0
tfidf,UMAP,10,7,False,FCM,97.53239440917969,1.1435003850174643,0.4806472957134247,0.42544436035154043,-0.35148147602598706,"{0: ['topological superconductivity', 'majorana zero mode', 'zero energy', 'majorana quasiparticle'], 1: ['moir bulk', 'orbital magnetism', 'moir superlattices', 'tight bind'], 2: ['high pressure', 'charge order', 'ambient pressure', 'electron phonon couple'], 3: ['time reversal symmetry', 'charge order', 'inversion symmetry', 'rotational symmetry'], 4: ['triplet superconductivity', 'quantum spin liquid', 'zeeman field', 'charge excitation'], 5: ['hubbard model', 'quantum criticality', 'mott insulator', 'mean field'], 6: ['non hermitian', 'superconducting circuit', 'quantum simulation', 'quantum computer']}",70.0,209.0,164.0,179.0,307.0,929.0
allenai/scibert_scivocab_uncased,UMAP,10,10,False,Agglomerative,108.92211151123047,1.0491338844625884,0.4646146297454834,0.3833472524546689,-0.35901187491542685,"{0: ['quantum simulator', 'quantum simulation', 'quantum computer', 'superconducting circuit'], 1: ['mean field', 'quantum geometry', 'dipole superfluids', 'ph interaction'], 2: ['topological phase', 'majorana quasiparticle', 'majorana zero mode', 'liquid crystal'], 3: ['charge order', 'charge excitation', 'collective excitation', 'spin nematic'], 4: ['unconventional superconductivity', 'charge density wave', 'inversion symmetry', 'superconducting state'], 5: ['organic conductor', 'superconducting material', 'high quality', 'critical parameter'], 6: ['boundary state', 'zero energy', 'superconducting diode effect', 'majorana zero mode'], 7: ['cu dope', 'electronic structure', 'superconducting property', '4nb1 4ta1 xnix'], 8: ['flux pump', '1t ta', 'electrical switching', 'nonreciprocal quantum'], 9: ['diagonal domain', 'cooper pair', 'wave order', 'finite momentum']}",105.0,147.0,26.0,318.0,334.0,930.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,8,False,FCM,145.36831665039062,1.100755169920823,0.4093891680240631,0.37026680690573355,-0.3261969186301046,"{0: ['electron phonon', 'superconducting transition temperature', 'organic conductor', 'ph interaction'], 1: ['quantum spin liquid', 'washboard potential', 'quantum material', 'afm state'], 2: ['triplet superconductivity', 'spin triplet', 'josephson junction', 'type ii'], 3: ['quantum criticality', 'repulsive interaction', 'mott insulator', 'spin lattice'], 4: ['quantum simulator', 'quantum simulation', 'non hermitian', 'quantum computer'], 5: ['topological superconductivity', 'majorana zero mode', 'zero energy', 'majorana quasiparticle'], 6: ['flat band', '1t ta', 'heavy fermion', 'van der waals'], 7: ['kagome metal', 'high pressure', 'electronic structure', 'nickelate la ni']}",239.0,21.0,92.0,353.0,226.0,931.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,10,7,False,FCM,145.157470703125,1.1989272454757516,0.39353036880493164,0.39326921906453993,-0.28728001158464034,"{0: ['electron phonon', 'cu dope', 'superconducting property', 'high pressure'], 1: ['hubbard model', 'quantum criticality', 'repulsive interaction', 'mott insulator'], 2: ['topological superconductivity', 'majorana zero mode', 'zero energy', 'majorana quasiparticle'], 3: ['quantum spin liquid', 'triplet superconductivity', 'zeeman field', 'spin triplet'], 4: ['quantum simulator', 'quantum simulation', 'non hermitian', 'quantum computer'], 5: ['charge order', 'kagome metal', 'density wave cdw', 'normal state'], 6: ['1t ta', 'heavy fermion', 'van der waals', 'fermi level']}",268.0,22.0,249.0,285.0,112.0,936.0
tfidf,UMAP,15,6,False,KMeans,89.13597869873047,1.2339787329580616,0.41878801584243774,0.4740470789900481,-0.2891574419257387,"{0: ['quantum simulator', 'quantum computer', 'quantum simulation', 'superconducting quantum'], 1: ['charge density wave', 'time reversal symmetry', 'quantum material', 'charge order'], 2: ['high pressure', 'superconducting transition temperature', 'room temperature', 'charge order'], 3: ['topological superconductivity', 'majorana zero mode', 'zero energy', 'topological phase'], 4: ['hubbard model', 'high temperature superconductivity', 'quantum criticality', 'cooper pair'], 5: ['quantum processor', 'quantum circuit', 'edge burst', 'nontrivial topology']}",220.0,253.0,287.0,74.0,116.0,950.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,15,11,False,FCM,122.99301147460938,1.1642404369429047,0.4755803346633911,0.37340664476859936,-0.33126498005288274,"{0: ['superconducting transition temperature', 'ph interaction', 'critical temperature', 'superconducting material'], 1: ['superconducting circuit', 'washboard potential', 'tight bind', 'aharonov bohm cage'], 2: ['organic conductor', 'charge excitation', 'physical property', 'superconducting dome'], 3: ['quantum spin liquid', 'liquid crystal', 'hubbard model', 'afm state'], 4: ['quantum simulator', 'quantum computer', 'superconducting quantum processor', 'gauge theory'], 5: ['critical temperature', 'time reversal symmetry', 'diode effect', 'dipole superfluids'], 6: ['topological superconductivity', 'majorana zero mode', 'zero energy', 'majorana quasiparticle'], 7: ['flat band', '1t ta', 'quantum material', 'unconventional superconductivity'], 8: ['kagome metal', 'kagome lattice', 'cdw transition', 'kagome superconductors'], 9: ['repulsive interaction', 'mott insulator', 'unconventional superconductivity', 'pair mechanism'], 10: ['high pressure', '4nb1 4ta1 xnix', '4hf1 4nb1 4ta1', 'critical parameter']}",80.0,88.0,198.0,342.0,242.0,950.0
tfidf,UMAP,5,15,False,FCM,95.90657043457031,1.1733174857897635,0.38487687706947327,0.44106087215384887,-0.280084850890206,"{0: ['zeeman field', 'josephson junction', 'quantum wire', 'washboard potential'], 1: ['quantum processor', 'quantum circuit', 'nontrivial topology', 'edge burst'], 2: ['moir bulk', 'moir superlattices', 'orbital magnetism', 'tight bind'], 3: ['van der waals', 'vortex lattice', 'electromagnetic field', 'type ii'], 4: ['quantum spin liquid', 'charge excitation', 'spin ice', 'magnetic excitation'], 5: ['non thermal', 'zhang rice', 'magnetic order', 'quantum phase'], 6: ['quantum computer', 'quantum simulation', 'superconducting quantum', 'digital quantum'], 7: ['heavy fermion', 'organic conductor', 'quasi dimensional', 'superconducting material'], 8: ['ambient pressure', 'superconducting property', 'pressure range', 'hydrostatic pressure'], 9: ['quantum criticality', 'non fermi liquid', 'high temperature superconductivity', 'body scar'], 10: ['charge density wave', 'kagome metal', 'inversion symmetry', '1t ta'], 11: ['critical parameter', 'spin nematic', 'non abelian quantum', 'spin density'], 12: ['topological superconductivity', 'majorana zero mode', 'majorana quasiparticle', 'zero energy'], 13: ['time reversal symmetry', 'quantum geometry', 'reversal symmetry break', 'disorder induce'], 14: ['ph interaction', 'repulsive interaction', 'unconventional superconductivity', 'strongly correlate electron']}",282.0,220.0,213.0,142.0,94.0,951.0
tfidf,UMAP,10,15,False,Agglomerative,82.91162872314453,1.1268706054781263,0.5041103959083557,0.3715512303990167,-0.30565659985804244,"{0: ['triplet superconductivity', 'quantum spin liquid', 'zeeman field', 'charge excitation'], 1: ['repulsive interaction', 'cooper pair', 'collective excitation', 'strongly correlate electron'], 2: ['heavy fermion', 'organic conductor', 'quasi dimensional', 'phason damp'], 3: ['vortex lattice', 'superconducting diode effect', 'electromagnetic field', 'type ii'], 4: ['moir bulk', 'orbital magnetism', 'moir superlattices', 'tight bind'], 5: ['quantum simulator', 'quantum simulation', 'quantum computer', 'superconducting quantum'], 6: ['van der waals', 'vdw layer', 'high quality', 'inversion symmetry'], 7: ['topological superconductivity', 'majorana zero mode', 'majorana quasiparticle', 'zero energy'], 8: ['time reversal symmetry', 'reversal symmetry break', 'disorder induce', 'quasi 1d'], 9: ['quantum criticality', 'non fermi liquid', 'hopping strength', 'high temperature superconductivity'], 10: ['quantum circuit', 'carbon nanotube', 'quantum processor', 'dirac material'], 11: ['dark matter', 'ph interaction', 'entropy increase', 'selective electron phonon'], 12: ['charge transfer', 'zhang rice', 'magnetic order', 'electron dope'], 13: ['charge density wave', '1t ta', 'density wave cdw', 'kagome metal'], 14: ['high pressure', 'superconducting transition temperature', 'ambient pressure', 'nickelate la ni']}",25.0,283.0,131.0,347.0,165.0,951.0
tfidf,UMAP,10,3,False,Agglomerative,80.26167297363281,1.2048697220445312,0.36011019349098206,0.5736578754069489,-0.2492167784527383,"{0: ['charge order', 'critical temperature', 'charge density wave', 'unconventional superconductivity'], 1: ['superconducting circuit', 'non hermitian', 'quantum computer', 'digital quantum'], 2: ['topological superconductivity', 'majorana zero mode', 'zero energy', 'majorana quasiparticle']}",321.0,298.0,253.0,21.0,59.0,952.0
allenai/scibert_scivocab_uncased,UMAP,5,3,False,FCM,128.4884490966797,1.431295689781698,0.39267370104789734,0.44253701714266863,-0.24780049553540193,"{0: ['quantum simulation', 'non hermitian', 'superconducting circuit', 'digital quantum'], 1: ['charge order', 'high pressure', 'low temperature', 'fermi level'], 2: ['mean field', 'non abelian', 'majorana zero mode', 'fermi liquid']}",272.0,66.0,420.0,139.0,56.5,953.5
sentence-transformers/all-MiniLM-L6-v2,UMAP,10,12,False,KMeans,121.4319839477539,1.091027369487236,0.3465050458908081,0.40445768878551247,-0.3159596124138791,"{0: ['quantum simulator', 'quantum simulation', 'quantum computer', 'digital quantum'], 1: ['organic conductor', 'charge excitation', 'physical property', 'optical spectroscopy'], 2: ['quantum spin liquid', 'dipole superfluids', 'non abelian', 'fermi surface'], 3: ['band structure', 'moir bulk', 'heavy fermion', 'topological superconductivity'], 4: ['majorana zero mode', 'topological superconductivity', 'zero energy', 'majorana quasiparticle'], 5: ['hubbard model', 'critical temperature', 'quantum criticality', 'order parameter'], 6: ['high pressure', 'ti1 4hf1 4nb1', '4hf1 4nb1 4ta1', 'pressure range'], 7: ['kagome metal', 'charge density wave', 'kagome lattice', 'low temperature'], 8: ['transition metal', '1t ta', 'charge transfer', 'dimensional 2d'], 9: ['ph interaction', 'superconducting material', 'phason damp', 'critical temperature'], 10: ['superconducting circuit', 'washboard potential', 'tight bind', 'driven dissipative'], 11: ['quantum material', 'light induce', 'optical excitation', 'liquid crystal']}",340.0,99.0,75.0,243.0,199.0,956.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,10,4,False,Agglomerative,110.81648254394531,1.408023528012754,0.4515175521373749,0.43266607639888466,-0.2842978206274477,"{0: ['hubbard model', 'topological superconductivity', 'zero energy', 'majorana zero mode'], 1: ['charge order', 'kagome metal', 'la ni', 'cu dope'], 2: ['1t ta', 'heavy fermion', 'fermi level', 'moir bulk'], 3: ['quantum simulator', 'quantum simulation', 'superconducting circuit', 'quantum computer']}",133.0,142.0,414.0,161.0,107.0,957.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,12,False,FCM,130.6151580810547,1.1075963908955406,0.40613171458244324,0.3728487639668447,-0.31915145380168447,"{0: ['deep learning', 'high superconductors', 'chemical composition', 'electronic band structure'], 1: ['washboard potential', 'superconducting circuit', 'quantum material', 'light induce'], 2: ['josephson junction', 'time reversal symmetry', 'diode effect', 'quantum wire'], 3: ['quantum spin liquid', 'liquid crystal', 'fermi surface', 'afm state'], 4: ['majorana zero mode', 'topological superconductivity', 'zero energy', 'majorana quasiparticle'], 5: ['charge density wave', 'kagome metal', 'pair density wave', 'density wave cdw'], 6: ['band structure', 'moir bulk', 'heavy fermion', 'fermi level'], 7: ['transition metal', 'charge transfer', 'high quality', 'dimensional 2d'], 8: ['electron phonon', 'unconventional superconductors', 'ph interaction', 'organic conductor'], 9: ['repulsive interaction', 'quantum criticality', 'unconventional superconductivity', 'pair mechanism'], 10: ['high pressure', 'nickelate la ni', 'cu dope', 'electronic structure'], 11: ['quantum simulator', 'quantum simulation', 'non hermitian', 'quantum computer']}",245.0,57.0,104.0,344.0,209.0,959.0
tfidf,UMAP,5,10,False,KMeans,106.88843536376953,1.0263194816295629,0.39592260122299194,0.3852334499229324,-0.3172892163935008,"{0: ['quantum simulator', 'superconducting circuit', 'quantum simulation', 'quantum computer'], 1: ['charge density wave', 'kagome metal', 'quantum material', 'inversion symmetry'], 2: ['cooper pair', 'non thermal', 'zhang rice', 'magnetic order'], 3: ['time reversal symmetry', 'heavy fermion', 'reversal symmetry break', 'disorder induce'], 4: ['vortex lattice', 'superconducting diode effect', 'electromagnetic field', 'van der waals'], 5: ['high pressure', 'superconducting transition temperature', 'ambient pressure', 'electron phonon couple'], 6: ['topological superconductivity', 'majorana zero mode', 'zero energy', 'majorana quasiparticle'], 7: ['triplet superconductivity', 'quantum spin liquid', 'charge excitation', 'zeeman field'], 8: ['moir bulk', 'moir superlattices', 'orbital magnetism', 'tight bind'], 9: ['mean field', 'quantum criticality', 'mott insulator', 'ph interaction']}",265.0,162.0,21.0,312.0,202.0,962.0
tfidf,UMAP,5,9,False,Agglomerative,74.99838256835938,1.2946636241071456,0.4247378706932068,0.5270883362282576,-0.27455633451158246,"{0: ['topological superconductivity', 'zero energy', 'majorana zero mode', 'majorana quasiparticle'], 1: ['hubbard model', 'mean field', 'quantum criticality', 'mott insulator'], 2: ['time reversal symmetry', 'van der waals', 'heavy fermion', 'quantum geometry'], 3: ['high pressure', 'superconducting transition temperature', 'ambient pressure', 'electron phonon'], 4: ['charge density wave', 'rotational symmetry', '1t ta', 'density wave cdw'], 5: ['quantum circuit', 'nontrivial topology', 'edge burst', 'green function'], 6: ['vortex lattice', 'electromagnetic field', 'type ii', 'vortex dynamic'], 7: ['quantum computer', 'quantum simulation', 'superconducting quantum', 'digital quantum'], 8: ['moir bulk', 'orbital magnetism', 'moir superlattices', 'tight bind']}",199.0,313.0,336.0,35.0,84.0,967.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,15,False,KMeans,123.44493103027344,1.0110556069888539,0.4019005298614502,0.3407460902464495,-0.3154256218838963,"{0: ['quantum simulator', 'quantum computer', 'superconducting quantum processor', 'gauge theory'], 1: ['higgs mode', 'optical excitation', 'photon field', 'photonic structure'], 2: ['time reversal symmetry', 'josephson junction', 'vortex lattice', 'type ii'], 3: ['flat band', 'band structure', '1t ta', 'quantum material'], 4: ['ti1 4hf1 4nb1', '4nb1 4ta1 xnix', '4hf1 4nb1 4ta1', 'critical parameter'], 5: ['quantum criticality', 'dirac like', 'zhang rice', 'electron phonon couple'], 6: ['ph interaction', 'c2 24', 'fundamental constant', 'phonon transport'], 7: ['topological superconductivity', 'majorana zero mode', 'majorana quasiparticle', 'zero energy'], 8: ['repulsive interaction', 'pair mechanism', 'mean field', 'mott insulator'], 9: ['superconducting circuit', 'washboard potential', 'aharonov bohm cage', 'bosonic kitaev chain'], 10: ['organic conductor', 'physical property', 'vdw layer', 'van der waals'], 11: ['deep learning', 'high superconductors', 'chemical composition', 'electronic band structure'], 12: ['quantum spin liquid', 'spin triplet', 'liquid crystal', 'non abelian'], 13: ['charge density wave', 'kagome metal', 'density wave cdw', 'cdw transition'], 14: ['cu dope', 'strongly correlate', 'hydrostatic pressure', 'spin nematic']}",255.0,86.0,12.0,419.0,196.0,968.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,15,False,Agglomerative,97.53278350830078,1.138841533299106,0.48444804549217224,0.3538894135479513,-0.3050602765688245,"{0: ['quantum simulator', 'bosonic kitaev chain', 'driven dissipative', 'non hermitian physic'], 1: ['electron phonon', 'ph interaction', 'organic conductor', '4nb1 4ta1 xnix'], 2: ['flat band', 'band structure', 'quantum material', '1t ta'], 3: ['critical temperature', 'quantum criticality', 'non abelian quantum', 'abelian quantum metric'], 4: ['repulsive interaction', 'pair mechanism', 'mott insulator', 'field induce superconductivity'], 5: ['high pressure', 'charge excitation', 'electronic structure', 'la ni'], 6: ['washboard potential', 'photon field', 'quantum material', 'flat band'], 7: ['quantum spin liquid', 'spin triplet', 'liquid crystal', 'triplet superconductivity'], 8: ['flux pump', 'vortex entry', 'vortex dynamic', 'nodal bulk'], 9: ['kagome metal', 'charge density wave', 'kagome lattice', 'superconducting state'], 10: ['quantum simulator', 'quantum simulation', 'quantum computer', 'digital quantum'], 11: ['deep learning', 'high superconductors', 'chemical composition', 'electronic band structure'], 12: ['topological superconductivity', 'majorana zero mode', 'josephson junction', 'majorana quasiparticle'], 13: ['critical parameter', 'dark spin', 'upper critical field', 'vacancy nv center'], 14: ['fundamental physical constant', 'entropy increase', 'text cp', 'upper bound']}",56.0,208.0,155.0,387.0,162.0,968.0
tfidf,UMAP,10,3,False,KMeans,108.6746826171875,1.266519478920961,0.48046717047691345,0.5196757618674468,-0.37848942372571526,"{0: ['quantum simulator', 'superconducting circuit', 'quantum simulation', 'non hermitian'], 1: ['electronic structure', 'high pressure', 'fermi liquid', 'high tc'], 2: ['non abelian', 'topological superconductivity', 'zero energy', 'majorana zero mode']}",71.0,153.0,313.0,39.0,394.0,970.0
tfidf,UMAP,5,15,False,Agglomerative,70.9063491821289,1.215278691912502,0.5117043852806091,0.42106296484498296,-0.30669501991096415,"{0: ['time reversal symmetry', 'van der waals', 'quantum geometry', 'heavy fermion'], 1: ['quantum criticality', 'non fermi liquid', 'high temperature superconductivity', 'body scar'], 2: ['quantum circuit', 'nontrivial topology', 'edge burst', 'green function'], 3: ['majorana zero mode', 'zero energy', 'majorana quasiparticle', 'majorana fermion'], 4: ['1t ta', 'charge transfer', 'optical spectroscopy', 'zhang rice'], 5: ['charge density wave', 'rotational symmetry', 'kagome metal', 'density wave cdw'], 6: ['quantum material', 'ph interaction', 'organic conductor', 'unconventional superconductors'], 7: ['quantum simulator', 'quantum computer', 'quantum simulation', 'superconducting quantum'], 8: ['moir bulk', 'moir superlattices', 'orbital magnetism', 'tight bind'], 9: ['superconducting property', 'pressure range', 'hydrostatic pressure', 'nickelate la ni'], 10: ['ground state', 'repulsive interaction', 'strongly correlate electron', 'non thermal'], 11: ['topological superconductivity', 'dark matter', 'topological insulator', 'topological phase transition'], 12: ['zeeman field', 'triplet superconductivity', 'quantum wire', 'superconducting diode effect'], 13: ['vortex lattice', 'electromagnetic field', 'type ii', 'washboard potential'], 14: ['quantum spin liquid', 'magnetic excitation', 'spin ice', 'spin correlation']}",17.0,329.0,268.0,192.0,166.0,972.0
tfidf,UMAP,5,6,False,FCM,103.44437408447266,1.3173344589617904,0.29996344447135925,0.5393986098784643,-0.22241381866152496,"{0: ['topological superconductivity', 'majorana zero mode', 'zero energy', 'majorana quasiparticle'], 1: ['hubbard model', 'mean field', 'quantum criticality', 'mott insulator'], 2: ['kagome metal', 'quantum material', 'inversion symmetry', 'rotational symmetry'], 3: ['triplet superconductivity', 'magnetic order', 'quantum spin liquid', 'charge excitation'], 4: ['superconducting circuit', 'quantum simulation', 'quantum computer', 'digital quantum'], 5: ['high pressure', 'room temperature', 'ambient pressure', 'electronic structure']}",373.0,174.0,357.0,27.0,45.0,976.0
allenai/scibert_scivocab_uncased,UMAP,5,5,False,Agglomerative,101.5658950805664,1.1858650342837656,0.41006478667259216,0.42201366465940415,-0.29906821222419644,"{0: ['unconventional superconductivity', 'josephson junction', 'superconducting phase', 'low temperature'], 1: ['room temperature', 'superconducting transition temperature', 'ambient pressure', 'cu dope'], 2: ['mean field', 'quantum geometry', 'dipole superfluids', 'ph interaction'], 3: ['quantum simulation', 'quantum computer', 'superconducting circuit', 'digital quantum'], 4: ['boundary state', 'zero energy', 'superconducting diode effect', 'superconducting circuit']}",238.0,184.0,236.0,187.0,134.0,979.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,8,False,KMeans,138.90086364746094,1.1372035744569016,0.40563154220581055,0.3912894231193189,-0.3380301906649822,"{0: ['quantum simulator', 'quantum simulation', 'non hermitian', 'quantum computer'], 1: ['washboard potential', 'higgs mode', 'quasi particle', 'superconducting circuit'], 2: ['hubbard model', 'fermi liquid', 'quantum spin liquid', 'matrix renormalization group'], 3: ['unconventional superconductivity', '1t ta', 'heavy fermion', 'van der waals'], 4: ['high pressure', 'charge order', 'high tc', 'room temperature'], 5: ['time reversal symmetry', 'charge order', 'kagome metal', 'vortex lattice'], 6: ['quantum criticality', 'dark matter', 'ph interaction', 'superconducting material'], 7: ['topological superconductivity', 'majorana zero mode', 'zero energy', 'majorana quasiparticle']}",247.0,31.0,149.0,294.0,258.0,979.0
