vectorizer,dim_reduction,n_comp,K,collapsed,alg,CHI,DBI,SIL,CV_COHERENCE,NPMI_COHERENCE,top_keywords,rank_SIL,rank_CHI,rank_DBI,rank_CV,rank_NPMI,rank_total
sentence-transformers/all-MiniLM-L6-v2,UMAP,15,10,False,KMeans,425.8321838378906,1.0997612988108065,0.5292147994041443,0.46933466521329326,-0.2647612546461441,"{0: ['time inconsistent', 'high inflation', 'return rate', 'portfolio interpolation'], 1: ['quantum computer', 'branch bound', 'np hard', 'quantum algorithm'], 2: ['asset selection', 'portfolio construction', 'mean variance portfolio', 'sparse portfolio'], 3: ['large language model', 'return prediction', 'financial time series', 'deep learning model'], 4: ['robust optimization', 'distributionally robust', 'uncertainty set', 'risk measure'], 5: ['stock price', 'indian stock market', 'portfolio design', 'cumulative return'], 6: ['utility function', 'stochastic factor', 'risky asset', 'price process'], 7: ['portfolio construction', 'time series', 'risk adjust', 'quantitative finance'], 8: ['risk measure', 'return level', 'heavy tail', 'dependence structure'], 9: ['deep reinforcement learn', 'reinforcement learning', 'drl agent', 'transfer risk']}",55.0,77.0,193.0,39.0,87.0,451.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,15,9,False,Agglomerative,416.3011474609375,0.9169461366275448,0.5131465196609497,0.4129804653811171,-0.27694642852929624,"{0: ['minimum variance portfolio', 'asset selection', 'markowitz portfolio', 'portfolio risk'], 1: ['stock price', 'indian stock market', 'return level', 'portfolio design'], 2: ['financial data', 'large language model', 'portfolio construction', 'financial time series'], 3: ['utility function', 'stochastic factor', 'risky asset', 'price process'], 4: ['time inconsistent', 'return rate', 'portfolio interpolation', 'high inflation'], 5: ['robust optimization', 'risk measure', 'value risk', 'distributionally robust'], 6: ['diffusion model', 'factor structure', 'distribution information', 'generative model'], 7: ['quantum computer', 'branch bound', 'np hard', 'quantum algorithm'], 8: ['reinforcement learning', 'deep reinforcement learn', 'drl agent', 'transfer risk']}",89.0,83.0,45.0,124.0,112.0,453.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,10,9,False,Agglomerative,476.02850341796875,0.8810066352188822,0.535804808139801,0.3738588743165671,-0.28530638017594934,"{0: ['asset selection', 'mean variance portfolio', 'sparse portfolio', 'mutual fund'], 1: ['risk measure', 'robust optimization', 'heavy tail', 'portfolio risk'], 2: ['large language model', 'cross sectional', 'financial time series', 'return prediction'], 3: ['stock price', 'indian stock market', 'return level', 'portfolio design'], 4: ['high inflation', 'deep learning', 'minimal variance principle', 'bounded leverage'], 5: ['utility function', 'distributionally robust', 'stochastic factor', 'risky asset'], 6: ['network base', 'sr ifn', 'core periphery profile', 'sign network'], 7: ['quantum computer', 'branch bound', 'np hard', 'quantum algorithm'], 8: ['reinforcement learning', 'deep reinforcement learn', 'drl agent', 'investment strategy']}",49.0,52.0,28.0,207.0,126.0,462.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,10,8,False,KMeans,523.6370239257812,0.8971284867243632,0.5249091982841492,0.34595180773592393,-0.21303476592813525,"{0: ['high inflation', 'portfolio interpolation', 'return rate', 'objective function'], 1: ['quantum computer', 'np hard', 'quantum inspire', 'quantum algorithm'], 2: ['risk measure', 'robust optimization', 'uncertainty set', 'distributionally robust'], 3: ['asset selection', 'sparse portfolio', 'mutual fund', 'number asset'], 4: ['utility function', 'stochastic factor', 'risky asset', 'price process'], 5: ['stock price', 'indian stock market', 'return level', 'portfolio design'], 6: ['deep reinforcement learn', 'drl agent', 'transfer risk', 'reinforcement learn algorithm'], 7: ['large language model', 'financial time series', 'cross sectional', 'return prediction']}",61.0,36.0,36.0,301.0,31.0,465.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,10,9,False,KMeans,504.9924621582031,1.002700914341741,0.5177395343780518,0.37130134298333745,-0.22464974392877515,"{0: ['portfolio construction', 'transfer learning', 'investment strategy', 'stock selection'], 1: ['quantum computer', 'np hard', 'quantum inspire', 'quantum algorithm'], 2: ['risk measure', 'robust optimization', 'uncertainty set', 'distributionally robust'], 3: ['asset selection', 'portfolio construction', 'mean variance portfolio', 'sparse portfolio'], 4: ['utility function', 'stochastic factor', 'risky asset', 'price process'], 5: ['stock price', 'indian stock market', 'return level', 'portfolio design'], 6: ['deep reinforcement learn', 'drl agent', 'reinforcement learn algorithm', 'investment strategy'], 7: ['large language model', 'return prediction', 'factor model', 'financial time series'], 8: ['time inconsistent', 'portfolio interpolation', 'return rate', 'high inflation']}",77.0,40.0,97.0,215.0,42.0,471.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,10,10,False,KMeans,476.7085876464844,0.9869435115878842,0.507466197013855,0.37940320173867825,-0.22319009739741197,"{0: ['transfer learning', 'market forecast', 'high frequency trading', 'robust portfolio'], 1: ['quantum computer', 'branch bound', 'np hard', 'quantum algorithm'], 2: ['risk measure', 'robust optimization', 'distributionally robust', 'uncertainty set'], 3: ['asset selection', 'sparse portfolio', 'mutual fund', 'portfolio construction'], 4: ['utility function', 'stochastic factor', 'risky asset', 'price process'], 5: ['stock price', 'indian stock market', 'return level', 'portfolio design'], 6: ['deep reinforcement learn', 'reinforcement learning', 'drl agent', 'reinforcement learn algorithm'], 7: ['large language model', 'return prediction', 'financial time series', 'deep learning model'], 8: ['time inconsistent', 'high inflation', 'return rate', 'portfolio interpolation'], 9: ['portfolio construction', 'investor view', 'investment strategy', 'black litterman']}",97.0,51.0,88.0,195.0,40.0,471.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,10,8,False,FCM,502.405029296875,1.0198173004553621,0.49506086111068726,0.41310643191796265,-0.24916418913150082,"{0: ['investment strategy', 'stock selection', 'generative ai', 'polymodel feature selection'], 1: ['financial time series', 'large language model', 'return prediction', 'deep learning model'], 2: ['deep reinforcement learn', 'drl agent', 'investment strategy', 'transfer risk'], 3: ['stock price', 'indian stock market', 'return level', 'portfolio design'], 4: ['asset selection', 'sparse portfolio', 'minimum variance portfolio', 'mutual fund'], 5: ['utility function', 'stochastic factor', 'risky asset', 'price process'], 6: ['risk measure', 'robust optimization', 'uncertainty set', 'distributionally robust'], 7: ['quantum computer', 'np hard', 'quantum inspire', 'quantum algorithm']}",130.0,42.0,117.0,122.0,65.0,476.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,5,False,FCM,624.96533203125,0.9424763345572604,0.5709609985351562,0.37812987964821076,-0.31671761932488696,"{0: ['robust optimization', 'utility function', 'value risk', 'risky asset'], 1: ['deep reinforcement learn', 'financial time series', 'drl agent', 'large language model'], 2: ['stock price', 'indian stock market', 'portfolio design', 'sparse portfolio'], 3: ['markowitz portfolio', 'minimum variance portfolio', 'portfolio risk', 'return level'], 4: ['quantum computer', 'np hard', 'quantum inspire', 'quantum algorithm']}",21.0,7.0,61.0,197.0,199.0,485.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,10,6,False,KMeans,483.5913391113281,0.8889975279409117,0.5664265155792236,0.35221562239414367,-0.2753847018839848,"{0: ['deep learning', 'deep reinforcement learn', 'financial time series', 'investment strategy'], 1: ['quantum computer', 'np hard', 'quantum inspire', 'quantum algorithm'], 2: ['robust optimization', 'distributionally robust', 'uncertainty set', 'heavy tail'], 3: ['stock price', 'indian stock market', 'return level', 'portfolio design'], 4: ['minimum variance portfolio', 'sparse portfolio', 'mutual fund', 'number asset'], 5: ['utility function', 'risky asset', 'time consistent', 'terminal wealth']}",25.0,46.0,31.0,282.0,109.0,493.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,9,False,FCM,529.3225708007812,1.0857720152312362,0.4701080322265625,0.46546194093693344,-0.25101600304612554,"{0: ['portfolio construction', 'sparse portfolio', 'mutual fund', 'machine learn'], 1: ['financial time series', 'large language model', 'return prediction', 'deep learning model'], 2: ['reinforcement learning', 'deep reinforcement learn', 'drl agent', 'investment strategy'], 3: ['stock price', 'indian stock market', 'portfolio design', 'cumulative return'], 4: ['asset selection', 'minimum variance portfolio', 'number asset', 'portfolio performance'], 5: ['utility function', 'stochastic factor', 'risky asset', 'price process'], 6: ['risk measure', 'robust optimization', 'uncertainty set', 'distributionally robust'], 7: ['quantum computer', 'quantum algorithm', 'np hard', 'quantum circuit'], 8: ['quantum inspire', 'simulate anneal', 'portfolio optimization quantum', 'cardinality constraint']}",176.0,31.0,181.0,44.0,69.0,501.0
